UniProt_ID,set
E9Q421,training
E9Q496,training
E9Q4G7,test
E9Q4P1,training
E9Q4R1,training
E9Q5B6,training
E9Q5E0,training
E9Q5H2,training
E9Q6U4,training
E9Q6Z3,training
E9Q705,test
E9Q7B0,training
E9Q7K1,training
E9Q7W0,validation
E9Q855,training
E9Q8J8,training
E9Q8R5,validation
E9Q8W9,test
E9Q9E4,training
E9Q9Y3,training
E9QA46,training
E9QAB6,training
E9QAG2,training
E9QJS0,training
E9QJT5,training
E9QKB2,training
E9QKG2,training
E9QKG3,training
E9QKI5,training
E9QL43,training
E9QL80,training
E9QM06,test
E9QM14,training
E9QMA2,validation
E9QMB7,training
E9QMH7,training
E9QMV2,validation
E9QNH7,training
E9QNP0,training
Q8VD62,training
E9QNT5,training
E9QNW6,training
E9QPX3,training
F2Z490,test
F6PWU6,training
F6Q269,training
F6QKK2,training
F6RDM4,training
F6RG68,training
F6SGV3,training
F6SMJ7,training
F6SPQ1,training
F6T9H9,training
F6T9K1,training
F6TCF9,validation
F6TFF2,training
F6TN13,training
F6TWX0,training
F6U529,training
F6U6E8,training
F6U775,training
F6UDR6,validation
F6UK66,training
F6UTB8,training
F6V059,training
F6V6T4,training
F6VAL0,validation
F6X4N5,training
F6XQM2,training
F6XX07,training
F6XYC5,training
F6XZA4,validation
F6Y616,training
F6YAM1,training
F6YX19,test
F6Z6C6,training
F6ZFT1,training
F6ZGI7,training
F7AGB5,validation
F7AI87,training
F7ANZ2,training
F7B276,training
F7BFL8,training
F7BGR7,training
F7BP55,training
F7BTP0,training
F7BX26,validation
Q8R5C0,validation
F7D432,test
F7DDS0,training
F8WGD4,training
F8WH69,training
F8WHM0,training
F8WHW3,training
F8WHW8,training
F8WHX2,test
F8WI30,training
F8WI35,training
F8WIB1,training
F8WJ31,training
F8WJ41,training
F8WJA1,training
F8WJB9,training
G3UVU2,training
G3UW46,training
G3UWD2,training
G3UX26,training
G3UX50,training
G3UX84,validation
G3UXL2,training
G3UXZ5,training
G3UYJ3,training
G3UYJ7,training
G3UYQ3,training
G3UYS1,validation
G3UYS3,training
G3UYU4,training
G3UYU5,training
G3UZ31,training
G3UZ39,training
G3UZ60,training
G3UZA0,training
G3UZK1,training
G3UZP7,training
G3X8S8,validation
G3X8U3,training
G3X937,training
G3X983,training
G3X9I1,training
G3X9J6,training
G3X9K8,test
G3X9M0,test
G3X9U9,training
G3XA25,training
G3XA30,training
G3XA39,training
G3XA48,training
G3XA54,training
G3XA66,training
G5E814,training
G5E850,training
G5E881,training
G5E895,training
G5E897,training
G5E8E1,training
G5E8M8,training
G5E8M9,training
G5E8R1,training
G5E8R8,training
G5E8T9,training
G5E8U6,training
G5E8W9,training
G5E8X5,validation
G8JL73,training
P0DW87,training
H3BIZ8,training
H3BJ12,training
H3BJ31,training
H3BJ37,training
H3BJL7,training
H3BKH6,training
H3BKM2,training
H3BKQ2,training
H3BL08,training
H7BWY6,training
H7BX14,test
H7BX59,training
H7BXB9,training
I1E4X1,training
I3ITR1,training
I7HJQ8,training
I7HLV2,training
I7HPY1,training
J3KMQ6,training
J3QM73,validation
J3QMK2,training
J3QMN4,test
J3QMX0,training
J3QNU6,training
J3QNW4,test
K3W4Q9,training
K4DI61,training
K7N5X2,training
K7Q7T7,training
L7N466,training
M0QWF6,training
M0QWV7,validation
O08547,validation
O08573,training
O08579,training
O08580,training
O08586,training
O08600,training
O08609,training
O08663,validation
O08691,training
O08705,training
O08709,training
O08756,training
O08797,training
O08800,training
O08807,training
O08911,training
O08915,training
O09005,training
O09106,training
O09110,training
O09111,validation
O09117,training
O09130,test
O09131,training
O09158,training
O09172,training
O09174,training
O35074,training
O35075,training
O35114,training
O35127,training
O35129,training
O35153,training
O35166,training
O35226,test
O35295,training
O35309,training
O35368,training
O35381,test
O35386,training
O35405,test
O35435,training
O35448,training
O35450,test
O35453,training
O35459,training
O35465,test
O35473,validation
O35495,training
O35593,training
O35609,training
O35623,training
O35639,test
O35654,training
O35657,training
O35660,training
O35678,training
O35682,training
O35685,training
O35704,validation
O35728,training
O35730,test
O35737,training
O35744,training
O35841,training
O35855,training
O35857,training
O35864,training
O35892,training
O35942,validation
O35945,training
O35969,training
O35972,training
O54734,training
O54749,training
O54786,training
O54790,training
O54804,training
O54825,training
O54833,validation
O54901,training
O54910,training
O54926,training
O54940,training
O54941,training
O54950,training
O54984,training
O55003,test
O55013,training
O55060,training
O55091,test
O55100,training
O55102,training
O55125,training
O55126,training
O55131,validation
O55135,validation
O55137,training
O55142,training
O55222,training
O55229,training
O55234,validation
O55239,training
O55242,training
O70126,test
O70152,training
O70165,training
O70172,validation
O70200,training
O70251,training
O70252,training
O70274,training
O70303,training
O70310,training
O70325,training
O70348,training
O70378,training
O70456,training
O70475,training
O70492,training
O70503,training
O70572,training
O70579,training
O70591,training
O88324,validation
O88396,training
O88413,training
O88425,training
O88441,training
O88451,training
O88455,training
O88456,training
O88531,training
O88533,training
O88543,training
O88544,training
O88545,training
O88569,training
O88574,training
O88587,training
O88597,training
O88630,training
O88668,training
O88685,training
O88696,training
O88708,training
O88736,training
O88746,training
O88796,training
O88822,training
O88833,training
O88844,training
O88851,training
O88852,training
O88856,training
O88876,training
O88878,training
O88947,validation
O88952,training
O88962,training
O88983,training
O88986,training
O89013,training
O89051,training
O89053,training
O89079,training
O89110,training
O89112,training
O89116,training
P00375,validation
P00405,training
P00688,training
P00860,validation
P00920,training
P01592,training
P01649,training
P01747,validation
P01800,training
P01806,training
P01843,training
P01867,validation
P01872,training
P01887,validation
P01897,training
P01898,training
P01899,validation
P01900,training
P01901,training
P01902,training
P01915,training
P01921,training
P02088,training
P03899,test
P03987,training
P04117,training
P04223,validation
P04224,training
P04441,training
P04939,training
P05017,training
P05063,training
P05064,training
P05132,training
P05201,training
P05202,validation
P05213,training
P06330,training
P06346,training
P07310,training
P07356,training
P07759,training
P08030,test
P08101,training
P08207,training
P08249,training
P08508,training
P08556,validation
P08752,test
P08905,validation
P09103,training
P09411,training
P09528,training
P0C0A3,training
P0C6B7,training
P0CB42,training
P0DJE0,training
P0DJF2,training
P0DOV1,training
P10107,training
P10126,validation
P10518,validation
P10605,training
P10630,training
P10648,validation
P10649,training
P10711,validation
P10922,training
P11031,training
P11152,training
P11157,test
P11352,training
P11416,training
P11440,validation
P11609,validation
P11714,training
P11859,training
P11862,training
P11928,training
P11930,training
P12367,training
P12791,training
P12815,training
P13439,training
P13634,training
P13707,training
P14094,validation
P14115,training
P14152,validation
P14206,training
P14211,validation
P14231,training
P14435,training
P14576,training
P14869,training
P14901,training
P15105,training
P15261,training
P15327,training
P15532,training
P15535,training
P15626,training
P16015,training
P16045,training
P16125,training
P16254,training
P16294,training
P16305,training
P16330,training
P16331,training
P16372,training
P16460,training
P16675,training
P16858,training
P16872,training
P17047,training
P17182,training
P17563,training
P17742,training
P17751,training
P17918,training
P18155,training
P18242,training
P18760,training
P19157,training
P19182,training
P19253,training
P19258,training
P19324,training
P19426,training
P19536,training
P19639,training
P19783,training
P20852,training
P21278,training
P21279,training
P21460,training
P21550,training
P21956,training
P22315,training
P22366,training
P22907,training
P23198,training
P23492,training
P23506,training
P23589,training
P23591,training
P23881,training
P23927,training
P23949,training
P24369,validation
P24452,training
P24456,training
P24472,training
P24549,training
P24638,training
P24668,training
P25119,training
P25444,training
P25446,training
P25688,training
P26150,validation
P26151,training
P26187,training
P26516,training
P26883,training
P27512,test
P27600,training
P27601,training
P27659,training
P27773,training
P27786,training
P27808,training
P28033,validation
P28230,training
P28474,training
P28650,training
P28651,training
P28654,training
P28656,training
P28658,training
P28659,training
P28661,training
P28700,training
P29387,training
P29391,training
P29452,training
P29594,training
P29621,training
P29699,training
P29758,training
P30115,training
P30204,test
P30355,training
P30416,training
P30678,training
P30681,training
P30993,training
P31001,training
P31041,training
P31230,training
P31324,training
P31362,validation
P31750,test
P31938,training
P32037,training
P32067,training
P32233,training
P32883,training
P32921,test
P33267,training
P33587,training
P33610,training
P34022,training
P34884,training
P34927,training
P35278,training
P35279,training
P35282,training
P35285,training
P35290,training
P35293,training
P35294,training
P35330,training
P35486,training
P35550,training
P35585,training
P35700,training
P35980,training
P36536,training
P36552,training
P36993,training
P37172,training
P37804,training
P38060,training
P38585,training
P39039,training
P39429,validation
P40124,training
P40237,training
P40240,training
P40336,training
P40936,training
P41241,training
P41317,training
P42208,test
P42669,training
P42867,training
P42925,training
P43025,training
P43883,training
P45376,training
P45377,training
P45591,training
P45878,training
P45952,training
P46412,training
P46414,training
P46425,training
P46467,training
P46471,training
P46638,training
P46664,validation
P46737,training
P47199,training
P47740,validation
P47753,training
P47754,training
P47757,test
P47758,training
P47791,training
P47802,training
P47809,training
P47811,training
P47941,training
P47962,training
P47963,training
P48036,test
P48758,training
P48774,training
P48776,training
P48962,validation
P49070,validation
P49138,training
P49182,training
P49312,training
P49429,training
P49442,validation
P49443,training
P49586,training
P49615,training
P49769,training
P49813,test
P50136,training
P50153,training
P50171,validation
P50172,training
P50247,training
P50295,training
P50396,test
P50428,training
P50431,training
P50518,training
P50543,training
P50580,training
P50608,training
P51150,training
P51163,training
P51174,training
P51175,training
P51569,training
P51658,training
P51807,training
P51855,training
P51859,test
P51863,training
P51881,training
P51885,training
P51949,training
P52196,training
P52430,training
P52432,validation
P52623,training
P52624,training
P52792,training
P52793,training
P52795,training
P52840,training
P52843,validation
P52875,training
P53026,training
P53368,training
P53395,training
P53566,training
P53612,training
P53702,training
P53798,test
P53808,training
P53810,training
P53811,training
P53986,training
P53994,training
P54071,training
P54116,training
P54728,training
P54775,training
P54822,training
P54823,training
P54869,training
P54923,training
P55258,training
P55264,training
P56135,training
P56183,training
P56371,validation
P56375,training
P56376,training
P56380,training
P56400,validation
P56528,training
P56581,test
P56593,training
P56654,validation
P56657,training
P57746,training
P57759,training
P57776,training
P57784,validation
P57791,training
P58044,training
P58058,validation
P58137,training
P58158,training
P58389,training
P58466,validation
P58468,training
P58710,training
P58802,training
P59017,validation
P59235,training
P59325,training
P59481,training
P59708,training
P59913,training
P59999,training
P60122,training
P60229,training
P60334,training
P60335,training
P60487,training
P60521,training
P60603,training
P60762,validation
P60766,test
P60824,training
P60840,validation
P60843,training
P60867,training
P61021,training
P61022,validation
P61025,training
P61027,training
P61028,training
P61079,training
P61082,training
P61087,training
P61089,training
P61148,training
P61161,training
P61164,validation
P61202,training
P61211,training
P61216,training
P61294,training
P61358,training
P61588,training
P61620,training
P61750,training
P61759,training
P61804,training
P61922,validation
P61924,training
P61963,validation
P61967,training
P61979,training
P61982,training
P62071,validation
P62082,training
P62137,training
P62141,training
P62192,training
P62196,training
P62242,training
P62257,training
P62259,training
P62264,training
P62267,training
P62270,training
P62281,training
P62301,training
P62311,training
P62331,training
P62334,training
P62340,training
P62342,training
P62488,training
P62631,validation
P62700,training
P62702,training
P62715,test
P62717,training
P62743,training
P62746,training
P62748,validation
P62774,training
P62806,training
P62814,training
P62821,training
P62827,training
P62830,training
P62835,training
P62849,training
P62869,training
P62874,training
P62878,training
P62880,training
P62908,training
P62911,training
P62918,validation
P62983,test
P63001,training
P63002,training
P63005,training
P63028,test
P63037,training
P63073,training
P63085,training
P63087,training
P63094,training
P63101,training
P63147,training
P63166,training
P63168,validation
P63213,training
P63260,training
P63276,training
P63280,training
P63321,validation
P63330,training
P67778,training
P67871,training
P68040,validation
P68134,training
P68181,test
P68254,training
P68368,training
P68372,training
P68373,training
P68510,training
P70122,training
P70124,training
P70158,training
P70187,training
P70202,training
P70245,training
P70255,training
P70266,training
P70269,training
P70280,training
P70290,training
P70296,training
P70318,validation
P70333,training
P70349,training
P70353,training
P70362,training
P70372,training
P70380,training
P70387,training
P70404,training
P70441,training
P70452,training
P70460,training
P70671,training
P70694,training
P70697,training
P81069,training
P82343,training
P83870,training
P83877,training
P83940,training
P84078,training
P84084,training
P84089,training
P84091,training
P84096,training
P84104,training
P84244,training
P97287,test
P97290,training
P97298,validation
P97314,training
P97351,training
P97355,training
P97364,training
P97369,training
P97370,training
P97371,validation
P97372,training
P97377,validation
P97379,training
P97384,training
P97429,training
P97431,training
P97465,validation
P97477,training
P97478,training
P97765,training
P97770,validation
P97785,training
P97807,training
P97822,training
P97823,training
P97855,training
P97865,training
P97930,training
P99024,training
P99026,training
P99029,training
Q00420,training
Q00422,training
Q00558,training
Q00609,training
Q00724,training
Q00896,training
Q00897,training
Q00898,training
Q00899,training
Q00915,training
Q00941,validation
Q01730,training
Q02614,validation
Q04447,training
Q04646,test
Q05144,training
Q05186,training
Q05421,validation
Q059U0,validation
Q05A21,training
Q05C51,training
Q06138,training
Q06185,training
Q06770,training
Q07076,training
Q07235,training
Q07417,training
Q07813,test
Q08024,training
Q08093,training
Q08288,training
Q08369,training
Q08857,validation
Q08EE6,validation
Q09324,training
Q0P5W2,test
Q0P648,test
Q0PD15,training
Q0PD21,training
Q0PD23,training
Q0PD31,training
Q0PD34,test
Q0PD35,training
Q0PD38,training
Q0PD48,training
Q0PD49,validation
Q0PD50,test
Q0PD63,training
Q0PD64,training
Q0PD65,training
Q0PD66,training
Q0PD67,validation
Q0VB06,training
Q0VB85,training
Q0VBA6,training
Q0VBA8,training
Q0VBB0,training
Q0VBK8,training
Q0VDL6,training
Q0VE46,test
Q0VEW4,training
Q0VF92,training
Q0VGB7,training
Q0VGU0,test
Q11136,validation
Q148Q4,training
Q148S3,training
Q148S9,training
Q149L6,training
Q14A90,training
Q14A95,training
Q14AI6,training
Q14AI7,training
Q14AM4,training
Q14AQ1,training
Q14AZ9,training
Q14B01,validation
Q14B21,validation
Q14BF8,training
Q14BR4,training
Q14BV6,training
Q14BZ3,training
Q14C24,test
Q14C26,test
Q18PI6,training
Q1ERP8,training
Q1XG81,training
Q1XH17,training
Q1XID4,training
Q2NL51,training
Q2TBE6,training
Q2TPA8,training
Q31093,validation
Q31621,training
Q32M21,training
Q32MD7,training
Q32Q92,training
Q330P7,training
Q33DR2,training
Q33DR3,training
Q3LFS7,training
Q3SXA6,training
Q3SXD3,test
Q3T9M1,training
Q3T9U1,training
Q3T9Z2,training
Q3TA40,validation
Q3TA56,training
Q3TA59,training
Q3TAA8,training
Q3TAL2,training
Q3TAR6,training
Q3TAS6,training
Q9QYI5,training
Q3TB82,training
Q3TBT3,training
Q3TBU7,training
Q3TBV4,test
Q3TBV5,training
Q3TBW2,training
Q3TC33,training
Q3TC45,training
Q3TC72,training
Q3TC93,test
Q3TCD4,training
Q3TCJ1,training
Q3TCL6,training
Q3TCN5,training
Q3TCU5,training
Q3TD71,training
Q3TDA7,training
Q3TDN2,training
Q3TDQ8,test
Q3TE40,training
Q3TE88,training
Q3TEE8,training
Q3TEQ8,training
Q3TF14,training
Q3TFQ1,test
Q3TG64,training
Q3TG75,training
Q3TGX0,training
Q3TGZ3,training
Q3TH34,training
Q3THA4,training
Q3THG5,training
Q3THG9,test
Q3THJ3,training
Q3THK3,training
Q3THS6,training
Q3TIV5,training
Q3TIV9,test
Q3TJ22,training
Q3TJ39,training
Q3TJ55,training
Q3TJD7,training
Q3TJL3,training
Q3TJN1,training
Q3TK92,training
Q3TK95,training
Q3TKD1,training
Q3TKN7,test
Q3TKQ3,test
Q3TKX1,training
Q3TKY6,training
Q3TLP5,training
Q3TLQ4,training
Q3TLS3,training
Q3TLX9,training
Q3TMC4,training
Q3TMH2,training
Q3TMJ8,training
Q3TML6,test
Q3TMV7,training
Q3TMX0,training
Q3TMZ1,training
Q3TN07,training
Q3TND1,training
Q3TP92,test
Q3TPA7,training
Q3TPC7,training
Q3TPE9,training
Q3TPL8,training
Q3TPU5,training
Q3TPZ5,training
Q3TQ70,training
Q3TQB2,training
Q3TQC7,training
Q3TQN1,training
Q3TQR3,training
Q3TQW9,training
Q3TRJ7,training
Q3TS38,training
Q3TSG4,training
Q3TSR0,training
Q3TSR1,training
Q3TT38,training
Q3TT94,training
Q3TTE7,training
Q3TTF2,training
Q3TU79,training
Q3TUA9,test
Q3TV21,training
Q3TV35,training
Q3TV62,training
Q3TV70,training
Q3TVI4,test
Q3TVJ8,training
Q3TVJ9,test
Q3TVP5,training
Q3TW96,training
Q3TWR3,training
Q3TWV4,validation
Q3TWW8,training
Q3TX09,training
Q3TX25,training
Q3TX38,training
Q3TX51,training
Q3TXT7,validation
Q3TXU5,training
Q3TXU8,test
Q3TXV4,training
Q3TXX3,validation
Q3TXX8,training
Q3TY95,training
Q3TYS2,training
Q3TYX3,training
Q3TZ02,validation
Q3TZ63,training
Q3TZH7,training
Q3TZM9,training
Q3TZR9,training
Q3TZW9,validation
Q3U034,training
Q3U049,training
Q3U0B3,training
Q3U0C0,training
Q3U0D7,training
Q3U0P5,training
Q3U0T9,training
Q3U1C2,training
Q3U1C6,training
Q3U1L9,training
Q3U1N0,validation
Q3U1N3,training
Q3U1V6,training
Q3U1Z5,test
Q3U1Z9,training
Q3U260,validation
Q3U276,training
Q3U284,test
Q3U2C5,training
Q3U2G9,training
Q3U2P8,training
Q3U2S8,validation
Q3U335,training
Q3U344,validation
Q3U3B7,training
Q6DFW0,training
Q3U3G2,training
Q3U3J1,training
Q3U3K9,training
Q3U3M9,training
Q3U3N1,training
Q3U3Q1,training
Q3U3W2,training
Q3U419,test
Q3U431,training
Q3U489,training
Q3U4G3,training
Q3U4H0,training
Q7M753,training
Q3U595,training
Q3U5F4,training
Q3U5N4,training
Q3U5Q7,training
Q3U5U6,test
Q3U607,training
Q3U6G1,training
Q3U6J9,training
Q3U6L3,training
Q3U6N9,training
Q3U7H1,training
Q3U7Z6,test
Q3U816,validation
Q3U861,training
Q3U8S0,training
Q3U9K6,validation
Q3U9K9,training
Q3U9T8,training
Q3U9V4,training
Q3UA06,training
Q3UA16,training
Q3UAP1,training
Q3UB58,training
Q3UBG2,training
Q3UBU9,training
Q3UBX0,training
Q3UBY5,training
Q3UBZ5,training
Q3UC02,training
Q3UC14,training
Q3UC73,validation
Q3UCB5,training
